scheme,threshold,repeat,query_id,group,latency_us,matched,best_distance,records_examined,bits_compared
fuzzydedup,6,0,enron_full_391907,verify,1919.905,1,0,42456,2717376
fuzzydedup,5,0,enron_full_391931,verify,2399.620,1,0,39395,2521472
fuzzydedup,6,0,enron_full_391931,verify,2617.460,1,0,49451,3165056
fuzzydedup,4,0,enron_full_391931,verify,1883.790,1,0,29950,1916992
fuzzydedup,6,0,enron_full_393813,verify,4707.513,1,0,102297,6547200
fuzzydedup,4,0,enron_full_393813,verify,3383.318,1,0,70167,4490880
fuzzydedup,5,0,enron_full_393813,verify,4002.454,1,0,86078,5509184
fuzzydedup,4,0,enron_full_401388,verify,2214.738,1,0,36471,2334336
fuzzydedup,5,0,enron_full_401388,verify,1990.133,1,0,42693,2732544
fuzzydedup,6,0,enron_full_401388,verify,2126.069,1,0,48341,3094016
fuzzydedup,5,0,enron_full_401839,verify,1925.715,0,6,39979,2558656
fuzzydedup,6,0,enron_full_401839,verify,1972.284,0,7,48503,3104192
fuzzydedup,4,0,enron_full_401839,verify,1501.279,0,5,31946,2044544
fuzzydedup,6,0,enron_full_411532,verify,4276.753,0,7,112816,7220224
fuzzydedup,4,0,enron_full_411532,verify,3559.465,0,5,75858,4854912
fuzzydedup,5,0,enron_full_411532,verify,3858.814,0,6,94423,6043072
fuzzydedup,4,0,enron_full_419882,verify,3051.792,0,5,69400,4441600
fuzzydedup,5,0,enron_full_419882,verify,3430.024,0,6,85290,5458560
fuzzydedup,6,0,enron_full_419882,verify,3828.545,0,7,102455,6557120
fuzzydedup,5,0,enron_full_424099,verify,2523.111,1,0,52981,3390976
fuzzydedup,6,0,enron_full_424099,verify,2556.569,1,0,59203,3789184
fuzzydedup,4,0,enron_full_424099,verify,2108.444,1,0,45551,2915456
fuzzydedup,6,0,enron_full_426658,verify,6247.047,0,7,133357,8534848
fuzzydedup,4,0,enron_full_426658,verify,3612.378,0,5,92244,5903616
fuzzydedup,5,0,enron_full_426658,verify,5338.421,0,6,113036,7234304
fuzzydedup,4,0,enron_full_431884,verify,2131.834,0,5,50866,3255424
fuzzydedup,5,0,enron_full_431884,verify,2483.297,0,6,63363,4055232
fuzzydedup,6,0,enron_full_431884,verify,2843.119,0,7,76712,4909568
fuzzydedup,5,0,enron_full_439264,verify,4458.861,1,0,91951,5885056
fuzzydedup,6,0,enron_full_439264,verify,4539.995,1,0,107923,6907264
fuzzydedup,4,0,enron_full_439264,verify,3381.813,1,0,75544,4835008
fuzzydedup,6,0,enron_full_444511,verify,4551.313,1,0,108980,6974912
fuzzydedup,4,0,enron_full_444511,verify,3595.322,1,0,77475,4958592
fuzzydedup,5,0,enron_full_444511,verify,3888.798,1,0,93447,5980800
fuzzydedup,4,0,enron_full_444753,verify,5563.461,0,5,140955,9021120
fuzzydedup,5,0,enron_full_444753,verify,6456.223,0,6,169489,10847296
fuzzydedup,6,0,enron_full_444753,verify,7368.217,0,7,197034,12610176
fuzzydedup,5,0,enron_full_457159,verify,407.231,1,0,4402,281920
fuzzydedup,6,0,enron_full_457159,verify,149.906,1,0,4677,299520
fuzzydedup,4,0,enron_full_457159,verify,126.869,1,0,4126,264256
fuzzydedup,6,0,enron_full_459028,verify,7286.370,0,7,180015,11520960
fuzzydedup,4,0,enron_full_459028,verify,5979.769,0,5,128135,8200640
fuzzydedup,5,0,enron_full_459028,verify,6850.106,0,6,154598,9894272
fuzzydedup,4,0,enron_full_479207,verify,1958.812,1,0,35627,2280320
fuzzydedup,5,0,enron_full_479207,verify,1871.091,1,0,41275,2641792
fuzzydedup,6,0,enron_full_479207,verify,1891.632,1,0,45877,2936320
fuzzydedup,5,0,enron_full_495833,verify,6097.723,0,6,159592,10213888
fuzzydedup,6,0,enron_full_495833,verify,6667.858,0,7,184939,11836096
fuzzydedup,4,0,enron_full_495833,verify,5160.787,0,5,132999,8511936
fuzzydedup,6,0,enron_full_511669,verify,5420.449,0,7,148499,9504512
fuzzydedup,4,0,enron_full_511669,verify,3957.920,0,5,105124,6727936
fuzzydedup,5,0,enron_full_511669,verify,4418.968,0,6,126879,8120576
fuzzydedup,4,0,enron_full_516251,verify,146.856,0,5,1920,122880
fuzzydedup,5,0,enron_full_516251,verify,97.501,0,6,2411,154304
fuzzydedup,6,0,enron_full_516251,verify,78.491,0,7,2934,187776
