scheme,threshold,repeat,query_id,group,latency_us,matched,best_distance,records_examined,bits_compared
fuzzydedup,6,0,enron_full_405288,exact_ref,4560.035,1,0,101328,6485184
fuzzydedup,5,0,enron_full_405421,exact_ref,2924.280,1,0,64823,4148864
fuzzydedup,6,0,enron_full_405421,exact_ref,3679.024,1,0,72253,4624384
fuzzydedup,4,0,enron_full_405421,exact_ref,2648.229,1,0,56265,3601152
fuzzydedup,6,0,enron_full_406531,exact_ref,5223.311,1,0,98289,6290688
fuzzydedup,4,0,enron_full_406531,exact_ref,4465.155,1,0,66617,4263680
fuzzydedup,5,0,enron_full_406531,exact_ref,4802.919,1,0,82378,5272384
fuzzydedup,4,0,enron_full_407210,exact_ref,1326.347,1,0,21528,1377984
fuzzydedup,5,0,enron_full_407210,exact_ref,1290.994,1,0,23917,1530880
fuzzydedup,6,0,enron_full_407210,exact_ref,1278.010,1,0,25732,1647040
fuzzydedup,5,0,enron_full_407416,exact_ref,4060.757,1,0,80943,5180544
fuzzydedup,6,0,enron_full_407416,exact_ref,3982.882,1,0,91625,5864192
fuzzydedup,4,0,enron_full_407416,exact_ref,4272.763,1,0,69136,4424896
fuzzydedup,6,0,enron_full_407459,exact_ref,585.615,1,0,4992,319680
fuzzydedup,4,0,enron_full_407459,exact_ref,186.922,1,0,4336,277696
fuzzydedup,5,0,enron_full_407459,exact_ref,179.907,1,0,4716,302016
fuzzydedup,4,0,enron_full_407590,exact_ref,109.182,1,0,1526,97856
fuzzydedup,5,0,enron_full_407590,exact_ref,102.120,1,0,1610,103232
fuzzydedup,6,0,enron_full_407590,exact_ref,112.504,1,0,1699,108928
fuzzydedup,5,0,enron_full_407747,exact_ref,4761.608,1,0,92244,5903808
fuzzydedup,6,0,enron_full_407747,exact_ref,5471.334,1,0,107752,6896320
fuzzydedup,4,0,enron_full_407747,exact_ref,4447.108,1,0,76711,4909696
fuzzydedup,6,0,enron_full_408988,exact_ref,5337.647,1,0,95942,6140480
fuzzydedup,4,0,enron_full_408988,exact_ref,4106.567,1,0,64901,4153856
fuzzydedup,5,0,enron_full_408988,exact_ref,5885.479,1,0,80434,5147968
fuzzydedup,4,0,enron_full_409260,exact_ref,1556.304,1,0,20943,1340544
fuzzydedup,5,0,enron_full_409260,exact_ref,1688.020,1,0,27023,1729664
fuzzydedup,6,0,enron_full_409260,exact_ref,1645.004,1,0,33797,2163200
fuzzydedup,5,0,enron_full_409276,exact_ref,4562.708,1,0,87986,5631296
fuzzydedup,6,0,enron_full_409276,exact_ref,5292.663,1,0,101334,6485568
fuzzydedup,4,0,enron_full_409276,exact_ref,4297.072,1,0,74164,4746688
fuzzydedup,6,0,enron_full_409720,exact_ref,3679.262,1,0,79004,5056448
fuzzydedup,4,0,enron_full_409720,exact_ref,2825.273,1,0,60860,3895232
fuzzydedup,5,0,enron_full_409720,exact_ref,3544.663,1,0,70446,4508736
fuzzydedup,4,0,enron_full_409761,exact_ref,3802.151,1,0,71807,4595840
fuzzydedup,5,0,enron_full_409761,exact_ref,4178.493,1,0,85155,5450112
fuzzydedup,6,0,enron_full_409761,exact_ref,4496.171,1,0,96962,6205760
fuzzydedup,5,0,enron_full_410980,no_exact_ref,6662.069,0,6,103384,6616576
fuzzydedup,6,0,enron_full_410980,no_exact_ref,7345.872,0,7,123332,7893248
fuzzydedup,4,0,enron_full_410980,no_exact_ref,4808.292,0,5,84127,5384128
fuzzydedup,6,0,enron_full_411073,no_exact_ref,7038.553,0,7,148499,9503936
fuzzydedup,4,0,enron_full_411073,no_exact_ref,4816.110,0,5,105124,6727936
fuzzydedup,5,0,enron_full_411073,no_exact_ref,6248.630,0,6,126879,8120256
fuzzydedup,4,0,enron_full_411853,exact_ref,3887.663,1,0,49138,3145024
fuzzydedup,5,0,enron_full_411853,exact_ref,5367.366,1,0,62467,3998208
fuzzydedup,6,0,enron_full_411853,exact_ref,5866.802,1,0,76664,4906816
fuzzydedup,5,0,enron_full_412435,exact_ref,6683.142,1,0,73301,4691456
fuzzydedup,6,0,enron_full_412435,exact_ref,6742.492,1,0,88562,5668160
fuzzydedup,4,0,enron_full_412435,exact_ref,4840.491,1,0,58589,3749888
fuzzydedup,6,0,enron_full_412836,exact_ref,8133.001,1,0,100211,6413696
fuzzydedup,4,0,enron_full_412836,exact_ref,6738.261,1,0,70320,4500672
fuzzydedup,5,0,enron_full_412836,exact_ref,6955.431,1,0,85828,5493184
fuzzydedup,4,0,enron_full_414414,exact_ref,6667.695,1,0,51542,3298880
fuzzydedup,5,0,enron_full_414414,exact_ref,8545.496,1,0,58972,3774400
fuzzydedup,6,0,enron_full_414414,exact_ref,5938.002,1,0,65194,4172608
fuzzydedup,5,0,enron_full_414620,exact_ref,3322.948,1,0,44043,2818944
fuzzydedup,6,0,enron_full_414620,exact_ref,3666.019,1,0,55094,3526208
fuzzydedup,4,0,enron_full_414620,exact_ref,2506.154,1,0,33987,2175360
fuzzydedup,6,0,enron_full_414624,no_exact_ref,7513.362,0,7,194644,12457216
fuzzydedup,4,0,enron_full_414624,no_exact_ref,6252.078,0,5,139516,8929024
fuzzydedup,5,0,enron_full_414624,no_exact_ref,7944.724,0,6,168125,10760000
fuzzydedup,4,0,enron_full_415032,exact_ref,1696.323,1,0,30991,1983616
fuzzydedup,5,0,enron_full_415032,exact_ref,1776.919,1,0,34474,2206528
fuzzydedup,6,0,enron_full_415032,exact_ref,1675.879,1,0,37422,2395200
fuzzydedup,5,0,enron_full_415416,exact_ref,3357.782,1,0,62427,3995520
fuzzydedup,6,0,enron_full_415416,exact_ref,3466.173,1,0,76624,4904128
fuzzydedup,4,0,enron_full_415416,exact_ref,2554.286,1,0,49098,3142464
fuzzydedup,6,0,enron_full_415425,exact_ref,2936.903,1,0,79541,5090816
fuzzydedup,4,0,enron_full_415425,exact_ref,2373.021,1,0,61397,3929600
fuzzydedup,5,0,enron_full_415425,exact_ref,2775.965,1,0,70983,4543104
fuzzydedup,4,0,enron_full_415589,exact_ref,3390.583,1,0,72330,4629312
fuzzydedup,5,0,enron_full_415589,exact_ref,3785.915,1,0,85678,5483584
fuzzydedup,6,0,enron_full_415589,exact_ref,4212.248,1,0,97485,6239232
fuzzydedup,5,0,enron_full_416173,no_exact_ref,5448.686,0,6,126879,8120256
fuzzydedup,6,0,enron_full_416173,no_exact_ref,6001.496,0,7,148499,9503936
fuzzydedup,4,0,enron_full_416173,no_exact_ref,4572.151,0,5,105124,6727936
fuzzydedup,6,0,enron_full_416275,no_exact_ref,8186.821,0,7,186103,11910592
fuzzydedup,4,0,enron_full_416275,no_exact_ref,6411.451,0,5,133491,8543424
fuzzydedup,5,0,enron_full_416275,no_exact_ref,7564.774,0,6,160514,10272896
fuzzydedup,4,0,enron_full_417397,exact_ref,1064.910,1,0,14433,923904
fuzzydedup,5,0,enron_full_417397,exact_ref,1070.676,1,0,15975,1022592
fuzzydedup,6,0,enron_full_417397,exact_ref,896.224,1,0,17090,1093952
fuzzydedup,5,0,enron_full_418145,exact_ref,1585.430,1,0,34501,2208256
fuzzydedup,6,0,enron_full_418145,exact_ref,1706.084,1,0,37449,2396928
fuzzydedup,4,0,enron_full_418145,exact_ref,1454.833,1,0,31018,1985344
fuzzydedup,6,0,enron_full_418173,exact_ref,3282.923,1,0,79684,5099968
fuzzydedup,4,0,enron_full_418173,exact_ref,2456.589,1,0,61540,3938752
fuzzydedup,5,0,enron_full_418173,exact_ref,2999.411,1,0,71126,4552256
fuzzydedup,4,0,enron_full_418938,exact_ref,3120.516,1,0,40815,2612352
fuzzydedup,5,0,enron_full_418938,exact_ref,3245.462,1,0,51866,3319616
fuzzydedup,6,0,enron_full_418938,exact_ref,3213.097,1,0,63560,4068032
fuzzydedup,5,0,enron_full_419715,exact_ref,3139.831,1,0,42046,2691136
fuzzydedup,6,0,enron_full_419715,exact_ref,2924.252,1,0,52102,3334720
fuzzydedup,4,0,enron_full_419715,exact_ref,2171.349,1,0,32601,2086656
fuzzydedup,6,0,enron_full_419787,exact_ref,2612.100,1,0,65173,4171264
fuzzydedup,4,0,enron_full_419787,exact_ref,2320.283,1,0,51521,3297536
fuzzydedup,5,0,enron_full_419787,exact_ref,2691.486,1,0,58951,3773056
fuzzydedup,4,0,enron_full_419936,exact_ref,2255.645,1,0,36753,2352384
fuzzydedup,5,0,enron_full_419936,exact_ref,2305.791,1,0,46809,2995968
fuzzydedup,6,0,enron_full_419936,exact_ref,3297.966,1,0,57860,3703232
fuzzydedup,5,0,enron_full_419992,exact_ref,4789.264,1,0,81231,5198976
fuzzydedup,6,0,enron_full_419992,exact_ref,4125.143,1,0,91913,5882624
fuzzydedup,4,0,enron_full_419992,exact_ref,4312.753,1,0,69424,4443328
fuzzydedup,6,0,enron_full_420340,exact_ref,5516.292,1,0,96483,6175104
fuzzydedup,4,0,enron_full_420340,exact_ref,3883.877,1,0,64978,4158784
fuzzydedup,5,0,enron_full_420340,exact_ref,4325.964,1,0,80950,5180992
fuzzydedup,4,0,enron_full_420635,exact_ref,3217.796,1,0,72276,4625856
fuzzydedup,5,0,enron_full_420635,exact_ref,3743.039,1,0,85624,5480128
fuzzydedup,6,0,enron_full_420635,exact_ref,4344.239,1,0,97431,6235776
fuzzydedup,5,0,enron_full_421070,no_exact_ref,6934.685,0,6,164671,10538944
fuzzydedup,6,0,enron_full_421070,no_exact_ref,8889.639,0,7,190614,12199296
fuzzydedup,4,0,enron_full_421070,no_exact_ref,6107.736,0,5,137103,8774592
fuzzydedup,6,0,enron_full_421581,no_exact_ref,8671.333,0,7,180015,11520960
fuzzydedup,4,0,enron_full_421581,no_exact_ref,6233.020,0,5,128135,8200640
fuzzydedup,5,0,enron_full_421581,no_exact_ref,7729.415,0,6,154598,9894272
fuzzydedup,4,0,enron_full_421659,no_exact_ref,1092.773,0,5,12834,821376
fuzzydedup,5,0,enron_full_421659,no_exact_ref,1024.604,0,6,15947,1020608
fuzzydedup,6,0,enron_full_421659,no_exact_ref,1303.576,0,7,19269,1233216
fuzzydedup,5,0,enron_full_422214,no_exact_ref,7999.310,0,6,169864,10871296
fuzzydedup,6,0,enron_full_422214,no_exact_ref,11329.127,0,7,197015,12608960
fuzzydedup,4,0,enron_full_422214,no_exact_ref,6684.121,0,5,141284,9042176
fuzzydedup,6,0,enron_full_422408,exact_ref,4375.465,1,0,79199,5068928
fuzzydedup,4,0,enron_full_422408,exact_ref,2913.024,1,0,58931,3771776
fuzzydedup,5,0,enron_full_422408,exact_ref,3145.520,1,0,69613,4455424
fuzzydedup,4,0,enron_full_423045,exact_ref,2163.755,1,0,36707,2349440
fuzzydedup,5,0,enron_full_423045,exact_ref,2481.288,1,0,46763,2993024
fuzzydedup,6,0,enron_full_423045,exact_ref,3157.674,1,0,57814,3700288
fuzzydedup,5,0,enron_full_423694,exact_ref,1987.112,1,0,40062,2564160
fuzzydedup,6,0,enron_full_423694,exact_ref,2877.358,1,0,43545,2787072
fuzzydedup,4,0,enron_full_423694,exact_ref,1802.687,1,0,35460,2269632
fuzzydedup,6,0,enron_full_423789,exact_ref,5474.707,1,0,106733,6831104
fuzzydedup,4,0,enron_full_423789,exact_ref,4379.671,1,0,76842,4918080
fuzzydedup,5,0,enron_full_423789,exact_ref,4682.427,1,0,92350,5910592
fuzzydedup,4,0,enron_full_424183,no_exact_ref,1654.702,1,4,5252,338752
fuzzydedup,5,0,enron_full_424183,no_exact_ref,2187.379,1,4,21471,1382912
fuzzydedup,6,0,enron_full_424183,no_exact_ref,2899.682,1,6,32732,2106048
fuzzydedup,5,0,enron_full_424691,exact_ref,3176.596,1,0,62269,3985408
fuzzydedup,6,0,enron_full_424691,exact_ref,3330.424,1,0,76466,4894016
fuzzydedup,4,0,enron_full_424691,exact_ref,3180.864,1,0,48940,3132352
fuzzydedup,6,0,enron_full_425035,exact_ref,3923.044,1,0,79392,5081280
fuzzydedup,4,0,enron_full_425035,exact_ref,2720.022,1,0,61248,3920064
fuzzydedup,5,0,enron_full_425035,exact_ref,3025.761,1,0,70834,4533568
fuzzydedup,4,0,enron_full_425166,exact_ref,4015.268,1,0,74617,4775680
fuzzydedup,5,0,enron_full_425166,exact_ref,4286.542,1,0,88439,5660288
fuzzydedup,6,0,enron_full_425166,exact_ref,4455.331,1,0,101787,6514560
fuzzydedup,5,0,enron_full_425789,exact_ref,1628.349,1,0,30538,1954624
fuzzydedup,6,0,enron_full_425789,exact_ref,1443.962,1,0,33486,2143296
fuzzydedup,4,0,enron_full_425789,exact_ref,1200.206,1,0,27055,1731712
fuzzydedup,6,0,enron_full_426054,exact_ref,732.596,1,0,8493,543744
fuzzydedup,4,0,enron_full_426054,exact_ref,573.914,1,0,5324,340928
fuzzydedup,5,0,enron_full_426054,exact_ref,659.604,1,0,6743,431744
fuzzydedup,4,0,enron_full_426288,exact_ref,2381.079,1,0,51310,3284032
fuzzydedup,5,0,enron_full_426288,exact_ref,3726.828,1,0,58740,3759552
fuzzydedup,6,0,enron_full_426288,exact_ref,4314.764,1,0,64962,4157760
fuzzydedup,5,0,enron_full_427733,exact_ref,2094.827,1,0,40139,2569088
fuzzydedup,6,0,enron_full_427733,exact_ref,1887.608,1,0,43622,2792000
fuzzydedup,4,0,enron_full_427733,exact_ref,1953.204,1,0,35537,2274560
fuzzydedup,6,0,enron_full_428515,exact_ref,476.338,1,0,3216,206016
fuzzydedup,4,0,enron_full_428515,exact_ref,165.275,1,0,2791,178816
fuzzydedup,5,0,enron_full_428515,exact_ref,133.150,1,0,3066,196416
fuzzydedup,4,0,enron_full_428895,exact_ref,2072.072,1,0,40324,2580928
fuzzydedup,5,0,enron_full_428895,exact_ref,2076.662,1,0,45972,2942400
fuzzydedup,6,0,enron_full_428895,exact_ref,2110.965,1,0,50574,3236928
fuzzydedup,5,0,enron_full_429441,no_exact_ref,7262.416,0,6,160514,10272896
fuzzydedup,6,0,enron_full_429441,no_exact_ref,8287.558,0,7,186103,11910592
fuzzydedup,4,0,enron_full_429441,no_exact_ref,6563.914,0,5,133491,8543424
fuzzydedup,6,0,enron_full_429986,no_exact_ref,6265.053,0,7,112816,7220224
fuzzydedup,4,0,enron_full_429986,no_exact_ref,4603.939,0,5,75858,4854912
fuzzydedup,5,0,enron_full_429986,no_exact_ref,4410.355,0,6,94423,6043072
fuzzydedup,4,0,enron_full_430065,no_exact_ref,6073.461,0,5,137769,8817216
fuzzydedup,5,0,enron_full_430065,no_exact_ref,7592.316,0,6,164996,10559744
fuzzydedup,6,0,enron_full_430065,no_exact_ref,9216.659,0,7,191555,12259520
fuzzydedup,5,0,enron_full_430260,no_exact_ref,2340.159,0,6,44800,2867392
fuzzydedup,6,0,enron_full_430260,no_exact_ref,3080.220,0,7,54205,3469312
fuzzydedup,4,0,enron_full_430260,no_exact_ref,1768.045,0,5,35794,2290816
fuzzydedup,6,0,enron_full_430592,no_exact_ref,7836.364,0,7,197034,12610176
fuzzydedup,4,0,enron_full_430592,no_exact_ref,6447.751,0,5,140955,9021120
fuzzydedup,5,0,enron_full_430592,no_exact_ref,7363.933,0,6,169489,10847296
fuzzydedup,4,0,enron_full_431423,no_exact_ref,6428.862,0,5,115506,7392384
fuzzydedup,5,0,enron_full_431423,no_exact_ref,6678.358,0,6,139663,8938432
fuzzydedup,6,0,enron_full_431423,no_exact_ref,6903.763,0,7,163334,10453376
fuzzydedup,5,0,enron_full_432116,exact_ref,4012.433,1,0,74595,4774272
fuzzydedup,6,0,enron_full_432116,exact_ref,4566.228,1,0,90356,5782976
fuzzydedup,4,0,enron_full_432116,exact_ref,4074.440,1,0,59334,3797568
fuzzydedup,6,0,enron_full_432508,exact_ref,6215.717,1,0,108652,6953920
fuzzydedup,4,0,enron_full_432508,exact_ref,3784.793,1,0,77611,4967296
fuzzydedup,5,0,enron_full_432508,exact_ref,4550.376,1,0,93144,5961408
fuzzydedup,4,0,enron_full_433686,exact_ref,2301.147,1,0,51733,3311104
fuzzydedup,5,0,enron_full_433686,exact_ref,2316.217,1,0,59163,3786624
fuzzydedup,6,0,enron_full_433686,exact_ref,2550.659,1,0,65385,4184832
fuzzydedup,5,0,enron_full_433711,exact_ref,1603.669,1,0,34538,2210624
fuzzydedup,6,0,enron_full_433711,exact_ref,1627.386,1,0,37486,2399296
fuzzydedup,4,0,enron_full_433711,exact_ref,1503.417,1,0,31055,1987712
fuzzydedup,6,0,enron_full_433823,exact_ref,4361.442,1,0,97759,6256768
fuzzydedup,4,0,enron_full_433823,exact_ref,3659.740,1,0,72604,4646848
fuzzydedup,5,0,enron_full_433823,exact_ref,4935.128,1,0,85952,5501120
fuzzydedup,4,0,enron_full_434515,exact_ref,4388.565,1,0,75285,4818432
fuzzydedup,5,0,enron_full_434515,exact_ref,4077.704,1,0,89107,5703040
fuzzydedup,6,0,enron_full_434515,exact_ref,4290.605,1,0,102455,6557312
fuzzydedup,5,0,enron_full_434661,exact_ref,4325.738,1,0,91592,5862080
fuzzydedup,6,0,enron_full_434661,exact_ref,4834.572,1,0,105414,6746688
fuzzydedup,4,0,enron_full_434661,exact_ref,4068.506,1,0,77209,4941568
fuzzydedup,6,0,enron_full_435743,exact_ref,5152.654,1,0,102359,6551168
fuzzydedup,4,0,enron_full_435743,exact_ref,5113.202,1,0,75189,4812288
fuzzydedup,5,0,enron_full_435743,exact_ref,4209.114,1,0,89011,5696896
fuzzydedup,4,0,enron_full_436019,no_exact_ref,6329.207,0,5,140955,9021120
fuzzydedup,5,0,enron_full_436019,no_exact_ref,7266.609,0,6,169489,10847296
fuzzydedup,6,0,enron_full_436019,no_exact_ref,8151.947,0,7,197034,12610176
fuzzydedup,5,0,enron_full_436309,no_exact_ref,6027.650,0,6,116994,7487616
fuzzydedup,6,0,enron_full_436309,no_exact_ref,5653.618,0,7,137129,8776256
fuzzydedup,4,0,enron_full_436309,no_exact_ref,4142.745,0,5,95838,6133632
fuzzydedup,6,0,enron_full_436431,no_exact_ref,7565.261,0,7,194644,12457280
fuzzydedup,4,0,enron_full_436431,no_exact_ref,6330.854,0,5,139516,8929024
fuzzydedup,5,0,enron_full_436431,no_exact_ref,7827.942,0,6,168125,10760064
fuzzydedup,4,0,enron_full_436454,no_exact_ref,6644.214,0,5,139973,8958272
fuzzydedup,5,0,enron_full_436454,no_exact_ref,7091.202,0,6,168810,10803840
fuzzydedup,6,0,enron_full_436454,no_exact_ref,8414.336,0,7,194887,12472768
fuzzydedup,5,0,enron_full_437873,exact_ref,4654.968,1,0,93104,5958848
fuzzydedup,6,0,enron_full_437873,exact_ref,5976.058,1,0,107487,6879360
fuzzydedup,4,0,enron_full_437873,exact_ref,4556.795,1,0,77596,4966336
fuzzydedup,6,0,enron_full_439573,no_exact_ref,8014.562,0,7,186103,11910656
fuzzydedup,4,0,enron_full_439573,no_exact_ref,5753.550,0,5,133491,8543424
fuzzydedup,5,0,enron_full_439573,no_exact_ref,6880.023,0,6,160514,10272896
fuzzydedup,4,0,enron_full_440276,no_exact_ref,3064.071,0,5,56325,3604800
fuzzydedup,5,0,enron_full_440276,no_exact_ref,3990.699,0,6,69703,4460992
fuzzydedup,6,0,enron_full_440276,no_exact_ref,4490.658,0,7,83781,5361984
fuzzydedup,5,0,enron_full_440707,exact_ref,4366.680,1,0,89193,5715392
fuzzydedup,6,0,enron_full_440707,exact_ref,4396.449,1,0,102541,6572544
fuzzydedup,4,0,enron_full_440707,exact_ref,3773.634,1,0,75371,4827904
fuzzydedup,6,0,enron_full_441744,exact_ref,4866.014,1,0,103461,6621696
fuzzydedup,4,0,enron_full_441744,exact_ref,3856.444,1,0,71331,4565376
fuzzydedup,5,0,enron_full_441744,exact_ref,4523.085,1,0,87242,5583680
fuzzydedup,4,0,enron_full_442093,exact_ref,209.984,1,0,2969,190208
fuzzydedup,5,0,enron_full_442093,exact_ref,95.369,1,0,3901,249856
fuzzydedup,6,0,enron_full_442093,exact_ref,710.968,1,0,4818,308544
fuzzydedup,5,0,enron_full_442322,no_exact_ref,6713.486,0,6,113036,7234304
fuzzydedup,6,0,enron_full_442322,no_exact_ref,6085.146,0,7,133357,8534848
fuzzydedup,4,0,enron_full_442322,no_exact_ref,4115.024,0,5,92244,5903616
fuzzydedup,6,0,enron_full_442524,exact_ref,5080.859,1,0,107706,6893376
fuzzydedup,4,0,enron_full_442524,exact_ref,4243.386,1,0,77815,4980352
fuzzydedup,5,0,enron_full_442524,exact_ref,4607.541,1,0,93323,5972864
fuzzydedup,4,0,enron_full_442558,exact_ref,3470.310,1,0,58860,3767232
fuzzydedup,5,0,enron_full_442558,exact_ref,5362.534,1,0,73572,4708800
fuzzydedup,6,0,enron_full_442558,exact_ref,4525.445,1,0,88833,5685504
fuzzydedup,5,0,enron_full_442662,exact_ref,4455.473,1,0,93321,5972736
fuzzydedup,6,0,enron_full_442662,exact_ref,4683.158,1,0,107704,6893248
fuzzydedup,4,0,enron_full_442662,exact_ref,3779.774,1,0,77813,4980224
fuzzydedup,6,0,enron_full_442954,exact_ref,1449.248,1,0,31707,2029440
fuzzydedup,4,0,enron_full_442954,exact_ref,1418.940,1,0,26370,1687872
fuzzydedup,5,0,enron_full_442954,exact_ref,1447.863,1,0,29318,1876544
fuzzydedup,4,0,enron_full_443309,exact_ref,806.039,1,0,8905,570112
fuzzydedup,5,0,enron_full_443309,exact_ref,1107.257,1,0,11591,742016
fuzzydedup,6,0,enron_full_443309,exact_ref,1152.285,1,0,14618,935744
fuzzydedup,5,0,enron_full_443772,exact_ref,3022.239,1,0,65937,4220160
fuzzydedup,6,0,enron_full_443772,exact_ref,4873.968,1,0,73367,4695680
fuzzydedup,4,0,enron_full_443772,exact_ref,2736.683,1,0,57379,3672448
fuzzydedup,6,0,enron_full_444240,exact_ref,5077.369,1,0,103505,6624512
fuzzydedup,4,0,enron_full_444240,exact_ref,3674.199,1,0,71375,4568192
fuzzydedup,5,0,enron_full_444240,exact_ref,4258.811,1,0,87286,5586496
fuzzydedup,4,0,enron_full_445163,no_exact_ref,5066.562,0,5,120641,7721024
fuzzydedup,5,0,enron_full_445163,no_exact_ref,5769.004,0,6,145606,9318784
fuzzydedup,6,0,enron_full_445163,no_exact_ref,8515.197,0,7,169255,10832320
fuzzydedup,5,0,enron_full_445774,exact_ref,4575.591,1,0,79671,5099136
fuzzydedup,6,0,enron_full_445774,exact_ref,4811.170,1,0,95643,6121408
fuzzydedup,4,0,enron_full_445774,exact_ref,3631.434,1,0,63264,4049088
fuzzydedup,6,0,enron_full_445830,no_exact_ref,8215.872,0,7,191555,12259520
fuzzydedup,4,0,enron_full_445830,no_exact_ref,6581.177,0,5,137769,8817216
fuzzydedup,5,0,enron_full_445830,no_exact_ref,8482.686,0,6,164996,10559744
fuzzydedup,4,0,enron_full_446457,no_exact_ref,6174.885,0,5,139516,8929536
fuzzydedup,5,0,enron_full_446457,no_exact_ref,6494.030,0,6,168125,10760512
fuzzydedup,6,0,enron_full_446457,no_exact_ref,7953.641,0,7,194644,12457920
fuzzydedup,5,0,enron_full_447336,exact_ref,5886.783,1,0,93489,5983488
fuzzydedup,6,0,enron_full_447336,exact_ref,5381.224,1,0,108997,6976000
fuzzydedup,4,0,enron_full_447336,exact_ref,4010.516,1,0,77956,4989376
fuzzydedup,6,0,enron_full_447596,no_exact_ref,6085.341,0,7,123332,7893248
fuzzydedup,4,0,enron_full_447596,no_exact_ref,4050.925,0,5,84127,5384128
fuzzydedup,5,0,enron_full_447596,no_exact_ref,4760.971,0,6,103384,6616576
fuzzydedup,4,0,enron_full_448246,exact_ref,2727.142,1,0,54486,3487296
fuzzydedup,5,0,enron_full_448246,exact_ref,2863.141,1,0,63044,4035008
fuzzydedup,6,0,enron_full_448246,exact_ref,3962.028,1,0,70474,4510528
fuzzydedup,5,0,enron_full_448315,no_exact_ref,3058.895,1,0,67627,4328320
fuzzydedup,6,0,enron_full_448315,no_exact_ref,3239.856,1,0,75057,4803840
fuzzydedup,4,0,enron_full_448315,no_exact_ref,2646.696,1,0,59069,3780608
fuzzydedup,6,0,enron_full_448897,exact_ref,1100.061,1,0,20405,1306112
fuzzydedup,4,0,enron_full_448897,exact_ref,927.196,1,0,17048,1091264
fuzzydedup,5,0,enron_full_448897,exact_ref,927.695,1,0,18863,1207424
fuzzydedup,4,0,enron_full_449771,no_exact_ref,4147.490,0,5,92244,5903616
fuzzydedup,5,0,enron_full_449771,no_exact_ref,5919.112,0,6,113036,7234304
fuzzydedup,6,0,enron_full_449771,no_exact_ref,6467.924,0,7,133357,8534848
fuzzydedup,5,0,enron_full_450293,exact_ref,6170.649,1,0,92834,5941568
fuzzydedup,6,0,enron_full_450293,exact_ref,5411.772,1,0,108367,6935680
fuzzydedup,4,0,enron_full_450293,exact_ref,4188.686,1,0,76862,4919360
fuzzydedup,6,0,enron_full_450584,no_exact_ref,4396.288,0,7,92448,5916864
fuzzydedup,4,0,enron_full_450584,no_exact_ref,2983.136,0,5,62545,4002880
fuzzydedup,5,0,enron_full_450584,no_exact_ref,3679.948,0,6,77432,4955712
fuzzydedup,4,0,enron_full_451624,exact_ref,3039.742,1,0,59477,3806720
fuzzydedup,5,0,enron_full_451624,exact_ref,4126.587,1,0,74189,4748288
fuzzydedup,6,0,enron_full_451624,exact_ref,5661.918,1,0,89450,5724992
fuzzydedup,5,0,enron_full_451708,exact_ref,1542.900,1,0,24502,1568320
fuzzydedup,6,0,enron_full_451708,exact_ref,1217.497,1,0,26317,1684480
fuzzydedup,4,0,enron_full_451708,exact_ref,1025.591,1,0,22113,1415424
fuzzydedup,6,0,enron_full_451980,no_exact_ref,7237.183,0,7,190614,12199296
fuzzydedup,4,0,enron_full_451980,no_exact_ref,5679.035,0,5,137103,8774592
fuzzydedup,5,0,enron_full_451980,no_exact_ref,6854.901,0,6,164671,10538944
fuzzydedup,4,0,enron_full_452075,exact_ref,1853.667,1,0,36162,2314560
fuzzydedup,5,0,enron_full_452075,exact_ref,1745.925,1,0,40764,2609088
fuzzydedup,6,0,enron_full_452075,exact_ref,2356.122,1,0,44247,2832000
fuzzydedup,5,0,enron_full_452624,exact_ref,5718.673,1,0,78918,5050944
fuzzydedup,6,0,enron_full_452624,exact_ref,4706.175,1,0,94679,6059648
fuzzydedup,4,0,enron_full_452624,exact_ref,3484.562,1,0,63657,4074240
fuzzydedup,6,0,enron_full_452665,exact_ref,4900.865,1,0,108403,6937984
fuzzydedup,4,0,enron_full_452665,exact_ref,3908.663,1,0,76024,4865728
fuzzydedup,5,0,enron_full_452665,exact_ref,4872.071,1,0,92431,5915776
fuzzydedup,4,0,enron_full_453158,exact_ref,2388.707,1,0,41103,2630784
fuzzydedup,5,0,enron_full_453158,exact_ref,3468.710,1,0,52154,3338048
fuzzydedup,6,0,enron_full_453158,exact_ref,3815.527,1,0,63848,4086464
fuzzydedup,5,0,enron_full_453577,exact_ref,3083.430,1,0,64659,4138368
fuzzydedup,6,0,enron_full_453577,exact_ref,4642.345,1,0,79371,5079936
fuzzydedup,4,0,enron_full_453577,exact_ref,2739.384,1,0,50462,3229760
fuzzydedup,6,0,enron_full_455974,no_exact_ref,2533.191,1,3,51141,3273216
fuzzydedup,4,0,enron_full_455974,no_exact_ref,1663.744,1,3,25986,1663296
fuzzydedup,5,0,enron_full_455974,no_exact_ref,1823.890,1,3,39334,2517568
fuzzydedup,4,0,enron_full_456283,no_exact_ref,126.797,0,5,1920,122880
fuzzydedup,5,0,enron_full_456283,no_exact_ref,77.629,0,6,2411,154304
fuzzydedup,6,0,enron_full_456283,no_exact_ref,65.778,0,7,2934,187776
fuzzydedup,5,0,enron_full_458074,no_exact_ref,6173.554,0,6,153267,9809088
fuzzydedup,6,0,enron_full_458074,no_exact_ref,7524.284,0,7,177736,11375104
fuzzydedup,4,0,enron_full_458074,no_exact_ref,5860.804,0,5,127462,8157568
